,type,title,release_year,api_url,target_url,audience_score,tomato_score
0,Movie,Dick Johnson Is Dead,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Dick+Johnson+Is+Dead,https://www.rottentomatoes.com/m/dick_johnson_is_dead,78,99
1,TV Show,Blood & Water,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Blood+and+Water,https://www.rottentomatoes.com/tv/blood_and_water_2015,-1,-1
2,TV Show,Ganglands,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Ganglands,https://www.rottentomatoes.com/tv/ganglands/s01,86,-1
3,TV Show,Jailbirds New Orleans,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Jailbirds+New+Orleans,https://www.rottentomatoes.com/tv/jailbirds_new_orleans/s01,100,-1
4,TV Show,Kota Factory,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Kota+Factory,https://www.rottentomatoes.com/tv/kota_factory,89,-1
5,TV Show,Midnight Mass,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Midnight+Mass,https://www.rottentomatoes.com/tv/midnight_mass/s01,78,86
6,Movie,My Little Pony: A New Generation,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=My+Little+Pony:+A+New+Generation,https://www.rottentomatoes.com/m/my_little_pony_a_new_generation,84,92
7,Movie,Sankofa,1993,https://www.rottentomatoes.com/api/private/v2.0/search?q=Sankofa,https://www.rottentomatoes.com/m/sankofa,89,93
8,TV Show,The Great British Baking Show,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Great+British+Baking+Show,https://www.rottentomatoes.com/tv/the_great_british_baking_show,-1,87
9,Movie,The Starling,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Starling,https://www.rottentomatoes.com/m/the_starling,69,19
10,TV Show,"Vendetta: Truth, Lies and The Mafia",2021,"https://www.rottentomatoes.com/api/private/v2.0/search?q=Vendetta:+Truth,+Lies+and+The+Mafia",https://www.rottentomatoes.com/tv/vendetta_truth_lies_and_the_mafia/s01,-1,-1
11,TV Show,Bangkok Breaking,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Bangkok+Breaking,https://www.rottentomatoes.com/tv/bangkok_breaking/s01,57,-1
12,Movie,Je Suis Karl,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Je+Suis+Karl,https://www.rottentomatoes.com/m/je_suis_karl,20,17
13,Movie,Confessions of an Invisible Girl,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Confessions+of+an+Invisible+Girl,https://www.rottentomatoes.com/m/confessions_of_an_invisible_girl,33,-1
14,TV Show,Crime Stories: India Detectives,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Crime+Stories:+India+Detectives,https://www.rottentomatoes.com/tv/crime_stories_india_detectives/s01,-1,-1
15,TV Show,Dear White People,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Dear+White+People,https://www.rottentomatoes.com/tv/dear_white_people,39,88
16,Movie,Europe's Most Dangerous Man: Otto Skorzeny in Spain,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Europe's+Most+Dangerous+Man:+Otto+Skorzeny+in+Spain,Not found on RT,-2,-2
17,TV Show,Falsa identidad,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Falsa+identidad,Not found on RT,-2,-2
18,Movie,Intrusion,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Intrusion,https://www.rottentomatoes.com/m/intrusion_2021,64,19
19,TV Show,Jaguar,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Jaguar,https://www.rottentomatoes.com/tv/jaguar/s01,57,-1
20,TV Show,Monsters Inside: The 24 Faces of Billy Milligan,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Monsters+Inside:+The+24+Faces+of+Billy+Milligan,https://www.rottentomatoes.com/tv/monsters_inside_the_24_faces_of_billy_milligan/s01,23,-1
21,TV Show,Resurrection: Ertugrul,2018,https://www.rottentomatoes.com/api/private/v2.0/search?q=Resurrection:+Ertugrul,https://www.rottentomatoes.com/tv/resurrection_ertugrul,90,-1
22,Movie,Avvai Shanmughi,1996,https://www.rottentomatoes.com/api/private/v2.0/search?q=Avvai+Shanmughi,https://www.rottentomatoes.com/m/avvai-shanmughi,79,-1
23,Movie,Go! Go! Cory Carson: Chrissy Takes the Wheel,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Go!+Go!+Cory+Carson:+Chrissy+Takes+the+Wheel,Not found on RT,-2,-2
24,Movie,Jeans,1998,https://www.rottentomatoes.com/api/private/v2.0/search?q=Jeans,https://www.rottentomatoes.com/m/jeans,56,-1
25,TV Show,Love on the Spectrum,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Love+on+the+Spectrum,https://www.rottentomatoes.com/tv/love_on_the_spectrum,88,100
26,Movie,Minsara Kanavu,1997,https://www.rottentomatoes.com/api/private/v2.0/search?q=Minsara+Kanavu,https://www.rottentomatoes.com/m/minsara-kanavu,-2,-2
27,Movie,Grown Ups,2010,https://www.rottentomatoes.com/api/private/v2.0/search?q=Grown+Ups,https://www.rottentomatoes.com/m/grown_ups,62,11
28,Movie,Dark Skies,2013,https://www.rottentomatoes.com/api/private/v2.0/search?q=Dark+Skies,https://www.rottentomatoes.com/m/dark_skies_2013,49,41
29,Movie,Paranoia,2013,https://www.rottentomatoes.com/api/private/v2.0/search?q=Paranoia,https://www.rottentomatoes.com/m/paranoia_2013,35,7
30,Movie,Ankahi Kahaniya,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Ankahi+Kahaniya,https://www.rottentomatoes.com/m/ankahi_kahaniya,-1,55
31,TV Show,Chicago Party Aunt,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Chicago+Party+Aunt,https://www.rottentomatoes.com/tv/chicago_party_aunt/s01,59,43
32,TV Show,Sex Education,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Sex+Education,https://www.rottentomatoes.com/tv/sex_education,91,95
33,TV Show,Squid Game,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Squid+Game,https://www.rottentomatoes.com/tv/squid_game/s01,83,95
34,TV Show,Tayo and Little Wizards,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Tayo+and+Little+Wizards,Not found on RT,-2,-2
35,Movie,The Father Who Moves Mountains,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Father+Who+Moves+Mountains,https://www.rottentomatoes.com/m/the_father_who_moves_mountains,25,83
36,Movie,The Stronghold,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Stronghold,https://www.rottentomatoes.com/m/the_stronghold,40,-1
37,TV Show,Angry Birds,2018,https://www.rottentomatoes.com/api/private/v2.0/search?q=Angry+Birds,https://www.rottentomatoes.com/tv/angry_birds,86,-1
38,Movie,Birth of the Dragon,2017,https://www.rottentomatoes.com/api/private/v2.0/search?q=Birth+of+the+Dragon,https://www.rottentomatoes.com/m/birth_of_the_dragon,67,23
39,TV Show,Chhota Bheem,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Chhota+Bheem,Not found on RT,-2,-2
40,TV Show,He-Man and the Masters of the Universe,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=He-Man+and+the+Masters+of+the+Universe,https://www.rottentomatoes.com/tv/he_man_and_the_masters_of_the_universe_2021,61,-1
41,Movie,Jaws,1975,https://www.rottentomatoes.com/api/private/v2.0/search?q=Jaws,https://www.rottentomatoes.com/m/jaws,90,97
42,Movie,Jaws 2,1978,https://www.rottentomatoes.com/api/private/v2.0/search?q=Jaws+2,https://www.rottentomatoes.com/m/jaws_2,38,61
43,Movie,Jaws 3,1983,https://www.rottentomatoes.com/api/private/v2.0/search?q=Jaws+3,https://www.rottentomatoes.com/m/jaws_3,17,11
44,Movie,Jaws: The Revenge,1987,https://www.rottentomatoes.com/api/private/v2.0/search?q=Jaws:+The+Revenge,https://www.rottentomatoes.com/m/jaws_the_revenge,15,0
45,Movie,My Heroes Were Cowboys,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=My+Heroes+Were+Cowboys,https://www.rottentomatoes.com/m/my_heroes_were_cowboys,80,-1
46,Movie,Safe House,2012,https://www.rottentomatoes.com/api/private/v2.0/search?q=Safe+House,https://www.rottentomatoes.com/m/safe_house_2012,63,53
47,TV Show,The Smart Money Woman,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Smart+Money+Woman,Not found on RT,-2,-2
48,Movie,Training Day,2001,https://www.rottentomatoes.com/api/private/v2.0/search?q=Training+Day,https://www.rottentomatoes.com/m/training_day,89,73
49,TV Show,Castle and Castle,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Castle+and+Castle,Not found on RT,-2,-2
50,TV Show,Dharmakshetra,2014,https://www.rottentomatoes.com/api/private/v2.0/search?q=Dharmakshetra,Not found on RT,-2,-2
51,Movie,InuYasha the Movie 2: The Castle Beyond the Looking Glass,2002,https://www.rottentomatoes.com/api/private/v2.0/search?q=InuYasha+the+Movie+2:+The+Castle+Beyond+the+Looking+Glass,Not found on RT,-2,-2
52,Movie,InuYasha the Movie 3: Swords of an Honorable Ruler,2003,https://www.rottentomatoes.com/api/private/v2.0/search?q=InuYasha+the+Movie+3:+Swords+of+an+Honorable+Ruler,https://www.rottentomatoes.com/m/inuyasha_the_movie_3_swords_of_an_honorable_ruler,92,-1
53,Movie,InuYasha the Movie 4: Fire on the Mystic Island,2004,https://www.rottentomatoes.com/api/private/v2.0/search?q=InuYasha+the+Movie+4:+Fire+on+the+Mystic+Island,https://www.rottentomatoes.com/m/inuyasha_the_movie_4_fire_on_the_mystic_island_2004,-2,-2
54,Movie,InuYasha the Movie: Affections Touching Across Time,2001,https://www.rottentomatoes.com/api/private/v2.0/search?q=InuYasha+the+Movie:+Affections+Touching+Across+Time,https://www.rottentomatoes.com/m/inuyasha-toki-wo-koeru-omoi-affections-touching-across-time,89,-1
55,TV Show,Nailed It,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Nailed+It,https://www.rottentomatoes.com/tv/nailed_it,74,-1
56,Movie,Naruto Shippuden the Movie: Blood Prison,2011,https://www.rottentomatoes.com/api/private/v2.0/search?q=Naruto+Shippuden+the+Movie:+Blood+Prison,https://www.rottentomatoes.com/m/naruto_shippuden_the_movie_blood_prison,62,-1
57,Movie,Naruto ShippÃ¯Â¿Â½Ã¯Â¿Â½den the Movie: B,2008,https://www.rottentomatoes.com/api/private/v2.0/search?q=Naruto+ShippÃ¯Â¿Â½Ã¯Â¿Â½den+the+Movie:+B,Not found on RT,-2,-2
58,Movie,Naruto ShippÃ¯Â¿Â½Ã¯Â¿Â½den the Movie: The Will of ,2009,https://www.rottentomatoes.com/api/private/v2.0/search?q=Naruto+ShippÃ¯Â¿Â½Ã¯Â¿Â½den+the+Movie:+The+Will+of+,https://www.rottentomatoes.com/m/naruto_shippuden_the_movie_3_inheritors_of_the_will_of_fire,53,-1
59,Movie,Naruto Shippuden: The Movie,2007,https://www.rottentomatoes.com/api/private/v2.0/search?q=Naruto+Shippuden:+The+Movie,https://www.rottentomatoes.com/m/naruto_shippuden_the_movie_2007,83,-1
60,Movie,Naruto Shippuden: The Movie: The Lost Tower,2010,https://www.rottentomatoes.com/api/private/v2.0/search?q=Naruto+Shippuden:+The+Movie:+The+Lost+Tower,Not found on RT,-2,-2
61,Movie,Naruto the Movie 2: Legend of the Stone of Gelel,2005,https://www.rottentomatoes.com/api/private/v2.0/search?q=Naruto+the+Movie+2:+Legend+of+the+Stone+of+Gelel,https://www.rottentomatoes.com/m/naruto_the_movie_2_legend_of_the_stone_of_gelel,79,-1
62,Movie,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,2006,https://www.rottentomatoes.com/api/private/v2.0/search?q=Naruto+the+Movie+3:+Guardians+of+the+Crescent+Moon+Kingdom,Not found on RT,-2,-2
63,Movie,Naruto the Movie: Ninja Clash in the Land of Snow,2004,https://www.rottentomatoes.com/api/private/v2.0/search?q=Naruto+the+Movie:+Ninja+Clash+in+the+Land+of+Snow,https://www.rottentomatoes.com/m/naruto_the_movie_ninja_clash_in_the_land_of_snow,85,-1
64,Movie,Nightbooks,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Nightbooks,https://www.rottentomatoes.com/m/nightbooks,60,87
65,TV Show,Numberblocks,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Numberblocks,Not found on RT,-2,-2
66,TV Show,Raja Rasoi Aur Anya Kahaniyan,2014,https://www.rottentomatoes.com/api/private/v2.0/search?q=Raja+Rasoi+Aur+Anya+Kahaniyan,Not found on RT,-2,-2
67,TV Show,Saved by the Bell,1994,https://www.rottentomatoes.com/api/private/v2.0/search?q=Saved+by+the+Bell,https://www.rottentomatoes.com/tv/saved_by_the_bell_2020,72,88
68,Movie,Schumacher,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Schumacher,https://www.rottentomatoes.com/m/schumacher,71,57
69,TV Show,Stories by Rabindranath Tagore,2015,https://www.rottentomatoes.com/api/private/v2.0/search?q=Stories+by+Rabindranath+Tagore,Not found on RT,-2,-2
70,TV Show,Too Hot To Handle: Latino,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Too+Hot+To+Handle:+Latino,https://www.rottentomatoes.com/tv/too_hot_to_handle_latino/s01,-1,-1
71,Movie,A StoryBots Space Adventure,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=A+StoryBots+Space+Adventure,Not found on RT,-2,-2
72,TV Show,Jack Whitehall: Travels with My Father,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Jack+Whitehall:+Travels+with+My+Father,https://www.rottentomatoes.com/tv/jack_whitehall_travels_with_my_father,82,-1
73,Movie,King of Boys,2018,https://www.rottentomatoes.com/api/private/v2.0/search?q=King+of+Boys,Not found on RT,-2,-2
74,TV Show,The World's Most Amazing Vacation Rentals,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+World's+Most+Amazing+Vacation+Rentals,https://www.rottentomatoes.com/tv/the_worlds_most_amazing_vacation_rentals,50,-1
75,Movie,You vs. Wild: Out Cold,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=You+vs.+Wild:+Out+Cold,Not found on RT,-2,-2
76,TV Show,Yowamushi Pedal,2013,https://www.rottentomatoes.com/api/private/v2.0/search?q=Yowamushi+Pedal,Not found on RT,-2,-2
77,Movie,Little Singham - Black Shadow,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Little+Singham+-+Black+Shadow,Not found on RT,-2,-2
78,Movie,Tughlaq Durbar,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Tughlaq+Durbar,Not found on RT,-2,-2
79,Movie,Tughlaq Durbar (Telugu),2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Tughlaq+Durbar+(Telugu),Not found on RT,-2,-2
80,Movie,Firedrake the Silver Dragon,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Firedrake+the+Silver+Dragon,https://www.rottentomatoes.com/m/firedrake_the_silver_dragon,38,73
81,Movie,Kate,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Kate,https://www.rottentomatoes.com/m/kate_2021,51,46
82,TV Show,Lucifer,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Lucifer,https://www.rottentomatoes.com/tv/lucifer,73,88
83,TV Show,Metal Shop Masters,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Metal+Shop+Masters,https://www.rottentomatoes.com/tv/metal_shop_masters/s01,30,-1
84,Movie,Omo Ghetto: the Saga,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Omo+Ghetto:+the+Saga,Not found on RT,-2,-2
85,TV Show,PokÃ¯Â¿Â½Ã¯Â¿Â½mon Master Journeys: The Se,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=PokÃ¯Â¿Â½Ã¯Â¿Â½mon+Master+Journeys:+The+Se,Not found on RT,-2,-2
86,Movie,Prey,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Prey,https://www.rottentomatoes.com/m/prey_2022,73,93
87,TV Show,Titipo Titipo,2019,https://www.rottentomatoes.com/api/private/v2.0/search?q=Titipo+Titipo,Not found on RT,-2,-2
88,Movie,Blood Brothers: Malcolm X & Muhammad Ali,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Blood+Brothers:+Malcolm+X+and+Muhammad+Ali,https://www.rottentomatoes.com/m/blood_brothers_malcolm_x_and_muhammad_ali,81,94
89,TV Show,Mighty Raju,2017,https://www.rottentomatoes.com/api/private/v2.0/search?q=Mighty+Raju,Not found on RT,-2,-2
90,Movie,Paradise Hills,2019,https://www.rottentomatoes.com/api/private/v2.0/search?q=Paradise+Hills,https://www.rottentomatoes.com/m/paradise_hills,68,67
91,Movie,The Women and the Murderer,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Women+and+the+Murderer,https://www.rottentomatoes.com/m/the_women_and_the_murderer,12,-1
92,TV Show,Into the Night,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Into+the+Night,https://www.rottentomatoes.com/tv/into_the_night,70,88
93,Movie,JJ+E,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=JJ+E,https://www.rottentomatoes.com/m/nam_jjok_eu_ro_twi_eu,-1,-1
94,Movie,Show Dogs,2018,https://www.rottentomatoes.com/api/private/v2.0/search?q=Show+Dogs,https://www.rottentomatoes.com/m/show_dogs,26,16
95,TV Show,The Circle,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=The+Circle,https://www.rottentomatoes.com/tv/the_circle_2020,66,-1
96,Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,2018,https://www.rottentomatoes.com/api/private/v2.0/search?q=If+I+Leave+Here+Tomorrow:+A+Film+About+Lynyrd+Skynyrd,https://www.rottentomatoes.com/m/if_i_leave_here_tomorrow_a_film_about_lynyrd_skynyrd,97,100
97,TV Show,Kid Cosmic,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Kid+Cosmic,https://www.rottentomatoes.com/tv/kid_cosmic,90,-1
98,TV Show,Octonauts: Above & Beyond,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Octonauts:+Above+and+Beyond,Not found on RT,-2,-2
99,TV Show,On the Verge,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=On+the+Verge,https://www.rottentomatoes.com/tv/on_the_verge/s01,82,60
100,TV Show,Tobot Galaxy Detectives,2019,https://www.rottentomatoes.com/api/private/v2.0/search?q=Tobot+Galaxy+Detectives,Not found on RT,-2,-2
101,Movie,Untold: Breaking Point,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Untold:+Breaking+Point,https://www.rottentomatoes.com/m/untold_breaking_point,-2,-2
102,TV Show,Countdown: Inspiration4 Mission to Space,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Countdown:+Inspiration4+Mission+to+Space,https://www.rottentomatoes.com/tv/countdown_inspiration4_mission_to_space/s01,93,-1
103,Movie,Shadow Parties,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Shadow+Parties,https://www.rottentomatoes.com/m/corpse_party_book_of_shadows,-1,-1
104,TV Show,Tayo the Little Bus,2016,https://www.rottentomatoes.com/api/private/v2.0/search?q=Tayo+the+Little+Bus,Not found on RT,-2,-2
105,Movie,Angamaly Diaries,2017,https://www.rottentomatoes.com/api/private/v2.0/search?q=Angamaly+Diaries,Not found on RT,-2,-2
106,TV Show,Bunk'd,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Bunk'd,https://www.rottentomatoes.com/tv/bunk_d,-1,-1
107,Movie,A Champion Heart,2018,https://www.rottentomatoes.com/api/private/v2.0/search?q=A+Champion+Heart,https://www.rottentomatoes.com/m/a_champion_heart,43,-1
108,TV Show,Dive Club,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Dive+Club,https://www.rottentomatoes.com/tv/dive_club/s01,83,-1
109,TV Show,La casa de papel,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=La+casa+de+papel,https://www.rottentomatoes.com/tv/money_heist,79,94
110,TV Show,Money Heist: From Tokyo to Berlin,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Money+Heist:+From+Tokyo+to+Berlin,Not found on RT,-2,-2
111,TV Show,Sharkdog,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Sharkdog,https://www.rottentomatoes.com/tv/sharkdog,100,-1
112,Movie,Worth,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Worth,https://www.rottentomatoes.com/m/worth_2018,-1,-1
113,Movie,Afterlife of the Party,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Afterlife+of+the+Party,https://www.rottentomatoes.com/m/afterlife_of_the_party,71,56
114,Movie,Anjaam,1994,https://www.rottentomatoes.com/api/private/v2.0/search?q=Anjaam,https://www.rottentomatoes.com/m/anjaam,53,-1
115,Movie,Bright Star,2009,https://www.rottentomatoes.com/api/private/v2.0/search?q=Bright+Star,https://www.rottentomatoes.com/m/bright_star,68,83
116,Movie,Dhanak,2015,https://www.rottentomatoes.com/api/private/v2.0/search?q=Dhanak,https://www.rottentomatoes.com/m/dhanak,78,75
117,Movie,Final Account,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Final+Account,https://www.rottentomatoes.com/m/final_account,91,93
118,Movie,Gurgaon,2017,https://www.rottentomatoes.com/api/private/v2.0/search?q=Gurgaon,https://www.rottentomatoes.com/m/gurgaon,78,86
119,Movie,Here and There,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Here+and+There,https://www.rottentomatoes.com/m/here_and_there_2021,-1,-1
120,TV Show,Heroes of Goo Jit Zu,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Heroes+of+Goo+Jit+Zu,Not found on RT,-2,-2
121,TV Show,Hotel Del Luna,2019,https://www.rottentomatoes.com/api/private/v2.0/search?q=Hotel+Del+Luna,Not found on RT,-2,-2
122,Movie,In the Cut,2003,https://www.rottentomatoes.com/api/private/v2.0/search?q=In+the+Cut,https://www.rottentomatoes.com/m/in_the_cut,34,34
123,TV Show,Luv Kushh,2012,https://www.rottentomatoes.com/api/private/v2.0/search?q=Luv+Kushh,Not found on RT,-2,-2
124,TV Show,Pororo - The Little Penguin,2013,https://www.rottentomatoes.com/api/private/v2.0/search?q=Pororo+-+The+Little+Penguin,Not found on RT,-2,-2
125,TV Show,Q-Force,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Q-Force,https://www.rottentomatoes.com/tv/q_force/s01,77,33
126,Movie,Shikara,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=Shikara,https://www.rottentomatoes.com/m/shikara,38,55
127,Movie,A Cinderella Story,2004,https://www.rottentomatoes.com/api/private/v2.0/search?q=A+Cinderella+Story,https://www.rottentomatoes.com/m/cinderella_story,53,12
128,Movie,Agatha Christie's Crooked House,2017,https://www.rottentomatoes.com/api/private/v2.0/search?q=Agatha+Christie's+Crooked+House,Not found on RT,-2,-2
129,Movie,An Unfinished Life,2005,https://www.rottentomatoes.com/api/private/v2.0/search?q=An+Unfinished+Life,https://www.rottentomatoes.com/m/unfinished_life,67,52
130,Movie,Barbie Big City Big Dreams,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Barbie+Big+City+Big+Dreams,https://www.rottentomatoes.com/m/barbie_big_city_big_dreams,50,-1
131,Movie,Blade Runner: The Final Cut,1982,https://www.rottentomatoes.com/api/private/v2.0/search?q=Blade+Runner:+The+Final+Cut,https://www.rottentomatoes.com/m/blade_runner_1982,90,94
132,TV Show,Brave Animated Series,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=Brave+Animated+Series,Not found on RT,-2,-2
133,Movie,Chappie,2015,https://www.rottentomatoes.com/api/private/v2.0/search?q=Chappie,https://www.rottentomatoes.com/m/chappie,56,32
134,Movie,Clear and Present Danger,1994,https://www.rottentomatoes.com/api/private/v2.0/search?q=Clear+and+Present+Danger,https://www.rottentomatoes.com/m/clear_and_present_danger,74,80
135,Movie,Cliffhanger,1993,https://www.rottentomatoes.com/api/private/v2.0/search?q=Cliffhanger,https://www.rottentomatoes.com/m/1044214-cliffhanger,52,67
136,Movie,Cold Mountain,2003,https://www.rottentomatoes.com/api/private/v2.0/search?q=Cold+Mountain,https://www.rottentomatoes.com/m/cold_mountain,77,70
137,Movie,Crocodile Dundee in Los Angeles,2001,https://www.rottentomatoes.com/api/private/v2.0/search?q=Crocodile+Dundee+in+Los+Angeles,https://www.rottentomatoes.com/m/crocodile_dundee_in_los_angeles,25,11
138,Movie,Dear John,2010,https://www.rottentomatoes.com/api/private/v2.0/search?q=Dear+John,https://www.rottentomatoes.com/m/dear_john,55,29
139,Movie,Do the Right Thing,1989,https://www.rottentomatoes.com/api/private/v2.0/search?q=Do+the+Right+Thing,https://www.rottentomatoes.com/m/do_the_right_thing,89,91
140,Movie,"El patrÃ¯Â¿Â½Ã¯Â¿Â½n, radiografÃ¯Â¿Â½Ã¯Â¿Â½a de u",2014,"https://www.rottentomatoes.com/api/private/v2.0/search?q=El+patrÃ¯Â¿Â½Ã¯Â¿Â½n,+radiografÃ¯Â¿Â½Ã¯Â¿Â½a+de+u",Not found on RT,-2,-2
141,Movie,Extraction,2015,https://www.rottentomatoes.com/api/private/v2.0/search?q=Extraction,https://www.rottentomatoes.com/m/extraction_2020,70,67
142,Movie,Freedom Writers,2007,https://www.rottentomatoes.com/api/private/v2.0/search?q=Freedom+Writers,https://www.rottentomatoes.com/m/freedom_writers,87,70
143,Movie,Green Lantern,2011,https://www.rottentomatoes.com/api/private/v2.0/search?q=Green+Lantern,https://www.rottentomatoes.com/m/green_lantern,45,26
144,Movie,House Party,1990,https://www.rottentomatoes.com/api/private/v2.0/search?q=House+Party,https://www.rottentomatoes.com/m/house_party_2022,-1,-1
145,Movie,House Party 2,1991,https://www.rottentomatoes.com/api/private/v2.0/search?q=House+Party+2,https://www.rottentomatoes.com/m/house_party_2,65,27
146,Movie,House Party 3,1994,https://www.rottentomatoes.com/api/private/v2.0/search?q=House+Party+3,https://www.rottentomatoes.com/m/house_party_3,67,0
147,TV Show,How to Be a Cowboy,2021,https://www.rottentomatoes.com/api/private/v2.0/search?q=How+to+Be+a+Cowboy,https://www.rottentomatoes.com/tv/how_to_be_a_cowboy/s01,-1,-1
148,TV Show,HQ Barbers,2020,https://www.rottentomatoes.com/api/private/v2.0/search?q=HQ+Barbers,Not found on RT,-2,-2
149,Movie,I Got the Hook Up,1998,https://www.rottentomatoes.com/api/private/v2.0/search?q=I+Got+the+Hook+Up,https://www.rottentomatoes.com/m/i_got_the_hookup,64,17
150,Movie,In Too Deep,1999,https://www.rottentomatoes.com/api/private/v2.0/search?q=In+Too+Deep,https://www.rottentomatoes.com/m/in_too_deep,-1,-1
151,Movie,Initial D,2005,https://www.rottentomatoes.com/api/private/v2.0/search?q=Initial+D,https://www.rottentomatoes.com/m/initial_d_2005,72,33
152,Movie,Janoskians: Untold and Untrue,2016,https://www.rottentomatoes.com/api/private/v2.0/search?q=Janoskians:+Untold+and+Untrue,https://www.rottentomatoes.com/m/janoskians_untold_and_untrue,86,-1
153,TV Show,Kid-E-Cats,2016,https://www.rottentomatoes.com/api/private/v2.0/search?q=Kid-E-Cats,Not found on RT,-2,-2
154,TV Show,Kuroko's Basketball,2015,https://www.rottentomatoes.com/api/private/v2.0/search?q=Kuroko's+Basketball,Not found on RT,-2,-2
155,Movie,Labyrinth,1986,https://www.rottentomatoes.com/api/private/v2.0/search?q=Labyrinth,https://www.rottentomatoes.com/m/labyrinth_2018,81,-1
156,Movie,Letters to Juliet,2010,https://www.rottentomatoes.com/api/private/v2.0/search?q=Letters+to+Juliet,https://www.rottentomatoes.com/m/letters_to_juliet,62,42
